Ingredient,Quantity
blueberries wild frz,200
blueberries frz unswtnd,200
blueberries frz swtnd,200
boysenberries cnd hvy syrup,200
boysenberries frz unswtnd,200
breadfruit raw,200
carambola (starfruit) raw,200
carissa (natal-plum) raw,200
cherimoya raw,200
cherries sour red raw,200
cherries sour red cnd h2o pk solliquids (incl usda cmdty),200
cherries sour red cnd lt syrup pk solliquids,200
cherries sour red cnd hvy syrup pk solliquids,200
cherries sour red cnd ex hvy syrup pk solliquids,200
cherries sour red frz unswtnd,200
cherries sweet raw,200
cherries swt cnd h2o pk solliquids,200
cherries swt cnd juc pk solliquids,200
cherries swt cnd lt syrup pk solliquids,200
cherries swt cnd pitted hvy syrup pk sol  liquids,200
cherries swt cnd ex hvy syrup pk solliquids,200
cherries swt frz swtnd,200
crabapples raw,200
cranberries raw,200
cranberries dried swtnd,200
cranberry sau cnd swtnd,200
cranberry-orange relish cnd,200
currants european black raw,200
currants redwhite raw,200
currants zante dried,200
custard-apple (bullock's-heart) raw,200
dates deglet noor,200
elderberries raw,200
figs raw,200
figs cnd h2o pk solliquids,200
figs cnd lt syrup pk solliquids,200
figs cnd hvy syrup pk solliquids,200
figs cnd ex hvy syrup pk solliquids,200
figs dried uncooked,200
figs dried stewed,200
fruit cocktail cnd h2o pk solliquids,200
fruit cocktail cnd juc pk solliquids,200
fruit cocktail cnd ex lt syrup solliquids,200
fruit cocktail cnd lt syrup solliquids,200
fruit cocktail cnd hvy syrup solliquids,200
fruit cocktail cnd ex hvy syrup solliquids,200
fruit salad cnd h2o pk solliquids,200
fruit salad cnd juc pk solliquids,200
fruit salad cnd lt syrup solliquids,200
fruit salad cnd hvy syrup solliquids,200
fruit salad cnd ex hvy syrup solliquids,200
gooseberries raw,200
gooseberries cnd lt syrup pk solliquids,200
goji berries dried,200
grapefruit raw pinkredwhite all areas,200
grapefruit raw pinkred all areas,200
grapefruit raw pinkred californiaarizona,200
grapefruit raw pink  red florida,200
grapefruit raw white all areas,200
grapefruit raw white california,200
grapefruit raw white florida,200
grapefruit sections cnd h2o pk solliquids,200
grapefruit sections cnd juc pk solliquids,200
grapefruit sections cnd lt syrup pk solliquids,200
grapefruit juc white cnd or btld unswtnd,200
grapefruit juc white cnd swtnd,200
grapefruit juc white frz conc unswtnd undil,200
grapefruit juc white frz conc unswtnd dil w 3 volume h2o,200
grapefruit juc pink or red w added ca,200
grapefruit juc white raw,200
grapes  muscadine  raw,200
grape juc cnd or btld unswtnd w added vit c,200
grapes american type (slip skn) raw,200
grapes red or grn (euro type such as thompson seedless) raw,200
grapes cnd thompson seedless h2o pk solliquids,200
grapes cnd thompson seedless hvy syrup pk solliquids,200
grape juc cnd or btld unswtnd wo added vit c,200
groundcherries (cape-gooseberries or poha) raw,200
guavas common raw,200
guavas strawberry raw,200
guava sauce cooked,200
jackfruit raw,200
java-plum (jambolan) raw,200
jujube raw,200
jujube chinese frsh dried,200
kiwifruit grn raw,200
kumquats raw,200
lemons raw without peel,200
lemon juice raw,200
lemon juc from conc cnd or btld,200
lemon juc frz unswtnd single strength,200
lemon peel raw,200
limes raw,200
lime juice raw,200
lime juc cnd or btld unswtnd,200
blueberries dried swtnd,200
litchis raw,200
litchis dried,200
loganberries frozen,200
longans raw,200
longans dried,200
loquats raw,200
mammy-apple (mamey) raw,200
mangos raw,200
mangosteen cnd syrup pk,200
mango dried swtnd,200
melons cantaloupe raw,200
melons casaba raw,200
melons honeydew raw,200
melon balls frozen,200
mulberries raw,200
nectarines raw,200
oheloberries raw,200
olives ripe cnd (small-extra lrg),200
olives ripe cnd (jumbo-super colossal),200
olives pickled cnd or btld grn,200
oranges raw all comm var,200
oranges raw california valencias,200
oranges raw navels,200
oranges raw florida,200
oranges raw with peel,200
orange juice raw,200
orange juc cnd unswtnd,200
orange juc chilled incl from conc,200
orange juc chilled incl from conc w added ca  vitamin d,200
orange juc chilled incl from conc w added ca,200
orange juc frz conc unswtnd dil w 3 volume h2o w added ca,200
orange juc frz conc unswtnd undil w added ca,200
orange juc frz conc unswtnd undil,200
orange juc frz conc unswtnd dil w3 volume h2o,200
orange peel raw,200
orange-grapefruit juc cnd or btld unswtnd,200
tangerines (mandarin oranges) raw,200
tangerines (mandarin oranges) cnd juc pk,200
tangerines (mandarin oranges) cnd lt syrup pk,200
tangerine juice raw,200
tangerine juc cnd swtnd,200
papayas raw,200
papaya cnd hvy syrup drnd,200
papaya nectar canned,200
passion-fruit (granadilla) purple raw,200
passion-fruit juc purple raw,200
passion-fruit juc yel raw,200
peaches yel raw,200
peaches cnd h2o pk solliquids,200
peaches cnd juc pk solliquids,200
peaches cnd ex lt syrup solliquids,200
peaches cnd lt syrup pk solliquids,200
peaches cnd hvy syrup pk solliquids,200
peaches cnd ex hvy syrup pk solliquids,200
peaches spiced cnd hvy syrup pk solliquids,200
peaches dehyd (low-moisture) sulfured unckd,200
peaches dehyd (low-moisture) sulfured stwd,200
peaches dried sulfured unckd,200
peaches dried sulfured stwd wo sugar,200
peaches dried sulfured stwd w sugar,200
peaches frz sliced swtnd,200
peach nectar cnd wo vit c,200
pears raw,200
pears cnd h2o pk solliquids,200
pears cnd juc pk solliquids,200
pears cnd ex lt syrup pk solliquids,200
pears cnd lt syrup pk solliquids,200
pears cnd hvy syrup pk solliquids,200
pears cnd ex hvy syrup pk solliquids,200
pears dried sulfured unckd,200
pears dried sulfured stwd wo sugar,200
pears dried sulfured stwd w sugar,200
pear nectar cnd wo vit c,200
persimmons japanese raw,200
persimmons japanese dried,200
persimmons native raw,200
pineapple raw all var,200
pineapple cnd h2o pk solliquids,200
pineapple cnd juc pk solliquids,200
pineapple cnd lt syrup pk solliquids,200
pineapple cnd hvy syrup pk solliquids,200
pineapple cnd ex hvy syrup pk solliquids,200
pineapple frz chunks swtnd,200
pineapple juc cnd or btld unswtnd wo added vit c,200
pineapple juc frz conc unswtnd undil,200
pineapple juc frz conc unswtnd dil w3 volume h2o,200
pitanga (surinam-cherry) raw,200
plantains raw,200
plantains cooked,200
plums raw,200
plums cnd purple h2o pk solliquids,200
plums cnd purple juc pk solliquids,200
plums cnd purple lt syrup pk solliquids,200
plums cnd purple hvy syrup pk solliquids,200
plums cnd purple ex hvy syrup pk solliquids,200
pomegranates raw,200
prickly pears raw,200
prunes cnd hvy syrup pk solliquids,200
prunes dehyd (low-moisture) unckd,200
prunes dehyd (low-moisture) stwd,200
plums dried (prunes) unckd,200
plums dried (prunes) stwd wo added sugar,200
plums dried (prunes) stwd w added sugar,200
prune juice canned,200
pummelo raw,200
quinces raw,200
raisins golden seedless,200
raisins seedless,200
raisins seeded,200
rambutan cnd syrup pk,200
raspberries raw,200
raspberries cnd red hvy syrup pk solliquids,200
raspberries frz red swtnd,200
rhubarb raw,200
rhubarb frozen uncooked,200
rhubarb frz ckd wsugar,200
roselle raw,200
rose-apples raw,200
sapodilla raw,200
sapote mamey raw,200
soursop raw,200
strawberries raw,200
strawberries cnd hvy syrup pk solliquids,200
strawberries frz unswtnd,200
strawberries frz swtnd whl,200
strawberries frz swtnd sliced,200
sugar-apples (sweetsop) raw,200
tamarinds raw,200
fruit salad tropical cnd hvy syrup solliquids,200
watermelon raw,200
maraschino cherries cnd drnd,200
feijoa raw,200
pears asian raw,200
fruit cocktail cnd hvy syrup drnd,200
blueberries cnd lt syrup drnd,200
blueberries wild cnd hvy syrup drnd,200
pineapple cnd juc pk drnd,200
apricots cnd hvy syrup drnd,200
cherries sour cnd h2o pk drnd,200
cherries swt cnd pitted hvy syrup drnd,200
peaches cnd hvy syrup drnd,200
pears cnd hvy syrup drnd,200
plums cnd hvy syrup drnd,200
tangerines (mandarin oranges) cnd juc pk drnd,200
apple juc cnd or btld unswtnd w added vit c,200
applesauce cnd unswtnd w vit c,200
applesauce cnd swtnd wsalt,200
apricot nectar cnd w vit c,200
grapefruit juice pink raw,200
peach nectar cnd w vit c,200
pear nectar cnd w vit c,200
pineapple juc cnd or btld unswtnd w added vit c,200
apple juc frz conc unswtnd undil w vit c,200
apple juc frz conc unswtnd dil w3 volume h2o w vit c,200
pears raw bartlett,200
pears raw red anjou,200
pears raw bosc,200
pears raw grn anjou,200
grapefruit juc white btld unswtnd ocean spray,200
jackfruit cnd syrup pk,200
dates medjool,200
durian raw or frozen,200
prune puree,200
candied fruit,200
abiyuch raw,200
rowal raw,200
pineapple raw traditional var,200
pineapple raw ex swt var,200
usda cmdty mxd fruit (peach pears grapes) cnd lt syrup drnd,200
usda cmdty mxd fruit (peach pear grape) cnd lt syr sol  liq,200
clementines raw,200
guanabana nectar cnd,200
guava nectar cnd w added vit c,200
mango nectar cnd,200
tamarind nectar cnd,200
usda cmdty peaches cnd lt syrup drnd,200
usda cmdty pears cnd juc pk drnd,200
usda cmdty pears cnd lt syrup drnd,200
pomegranate juc btld,200
juice appl  grape blend w added vit c,200
juice appl grape  pear blend w added vit c  ca,200
plantains grn fried,200
plantains yel fried latino restaurant,200
nance cnd syrup drnd,200
nance frz unswtnd,200
naranjilla (lulo) pulp frz unswtnd,200
horned melon (kiwano),200
orange pnappl juc blend,200
apples raw red delicious w skn,200
apples raw golden delicious w skn,200
apples raw granny smith w skn,200
apples raw gala w skn,200
apples raw fuji w skn,200
orange juc chilled incl from conc w add ca  vitamins a d e,200
fruit juc smoothie naked juc mighty mango,200
fruit juc smoothie naked juc grn machine,200
pineapple juc cnd not from conc unswtnd w add vit a c  e,200
fruit juc smoothie naked juc blue machine,200
grape juc cnd or btld unswtnd w added vit c  ca,200
fruit juc smoothie odwalla original superfood,200
fruit juc smoothie bolthouse farms berry boost,200
fruit juc smoothie bolthouse farms grn goodness,200
fruit juc smoothie bolthouse farms strawberry banana,200
apple juc cnd or btld unswtnd w added vit c ca  k,200
raspberries frz unswtnd,200
guava nectar w sucralose cnd,200
kiwifruit zespri sungold raw,200
cranberry juc blend 100 juc btld w added vit c  ca,200
lemon juc from conc btld concord,200
lemon juc from conc btld real lemon,200
cranberry sau whl cnd ocean spray,200
cranberry sau jellied cnd ocean spray,200
ruby red grpfrt juc blnd (grpfrt grp apl) ocean spry wvit c,200
fruit juc smoothie odwalla strawberry banana,200
fruit juc smoothie naked juc strawberry banana,200
pork frsh comp of fat w added soln ckd,200
pork frsh carcass lnfat raw,200
pork frsh comp of rtl cuts (leg loin shldr) ln raw,200
pork frsh comp of leg loin shldr  spareribs ln  fat raw,200
pork fresh backfat raw,200
pork frsh belly raw,200
pork frsh fat raw,200
pork frsh fat ckd,200
pork frsh leg (ham) whl lnfat raw,200
pork frsh leg (ham) whl lnfat ckd rstd,200
pork frsh leg (ham) whl ln raw,200
pork frsh leg (ham) whl ln ckd rstd,200
pork frsh leg (ham) rump half lnfat raw,200
pork frsh leg (ham) rump half lnfat ckd rstd,200
pork frsh leg (ham) rump half ln raw,200
pork frsh leg (ham) rump half ln ckd rstd,200
pork frsh leg (ham) shank half lnfat raw,200
pork frsh leg (ham) shank half lnfat ckd rstd,200
pork frsh leg (ham) shank half ln raw,200
pork frsh leg (ham) shank half ln ckd rstd,200
pork frsh loin whl lnfat raw,200
pork frsh loin whl lnfat ckd brsd,200
pork frsh loin whl lnfat ckd brld,200
pork frsh loin whl lnfat ckd rstd,200
pork frsh loin whl ln raw,200
pork frsh loin whl ln ckd brsd,200
pork frsh loin whl ln ckd brld,200
pork frsh loin whl ln ckd rstd,200
pork frsh loin blade (chops or roasts) bone-in lnfat raw,200
pork frsh loin blade (chops) bone-in lnfat ckd brsd,200
pork frsh loin blade (chops) bone-in lnfat ckd brld,200
pork frsh loin blade (roasts) bone-in lnfat ckd rstd,200
pork frsh loin blade (chops or roasts) bone-in ln raw,200
pork frsh loin blade (chops) bone-in ln ckd brsd,200
pork frsh loin blade (chops) bone-in ln ckd brld,200
pork frsh loin blade (roasts) bone-in ln ckd rstd,200
pork frsh loin cntr loin (chops) bone-in ln  fat raw,200
pork frsh loin cntr loin (chops) bone-in lnfat ckd brsd,200
pork frsh loin cntr loin (chops) bone-in lnfat ckd brld,200
pork frsh loin cntr loin (roasts) bone-in lnfat ckd rstd,200
pork frsh loin cntr loin (chops) bone-in ln raw,200
pork frsh loin cntr loin (chops) bone-in ln ckd brsd,200
pork frsh loin cntr loin (chops) bone-in ln ckd brld,200
pork frsh loin cntr loin (roasts) bone-in ln ckd rstd,200
pork frsh loin cntr rib (chops or roasts) bone-in lnfat raw,200
pork frsh loin cntr rib (chops) bone-in lnfat ckd brsd,200
pork frsh loin cntr rib (chops) bone-in lnfat ckd brld,200
pork frsh loin cntr rib (roasts) bone-in lnfat ckd rstd,200
pork frsh loin cntr rib (chops or roasts) bone-in ln raw,200
pork frsh loin cntr rib (chops) bone-in ln ckd brsd,200
pork frsh loin cntr rib (chops) bone-in ln ckd brld,200
pork frsh loin cntr rib (roasts) bone-in ln ckd rstd,200
pork frsh loin sirloin (chops or roasts) bone-in lnfat raw,200
pork frsh loin sirloin (chops) bone-in lnfat ckd brsd,200
pork frsh loin sirloin (chops) bone-in lnfat ckd brld,200
pork frsh loin sirloin (roasts) bone-in lnfat ckd rstd,200
pork frsh loin sirloin (chops or roasts) bone-in ln raw,200
pork frsh loin sirloin (chops) bone-in ln ckd brsd,200
pork frsh loin sirloin (chops) bone-in ln ckd brld,200
pork frsh loin sirloin (roasts) bone-in ln ckd rstd,200
pork  frsh  loin  tenderloin   ln only  raw,200
pork frsh loin tenderloin ln ckd rstd,200
pork frsh loin top loin (chops) bnless ln  fat raw,200
pork frsh loin top loin (chops) bnless ln  fat ckd brsd,200
pork frsh loin top loin (chops) bnless ln  fat ckd brld,200
pork frsh loin top loin (roasts) bnless lnfat ckd rstd,200
pork frsh loin top loin (chops) bnless ln raw,200
pork frsh loin top loin (chops) bnless ln ckd brsd,200
pork frsh loin top loin (chops) bnless ln ckd brld,200
pork frsh loin top loin (roasts) bnless ln ckd rstd,200
pork frsh shldr whl lnfat raw,200
pork frsh shldr whl lnfat ckd rstd,200
pork frsh shldr whl ln raw,200
pork frsh shldr whl ln ckd rstd,200
pork frsh shldr arm picnic lnfat raw,200
pork frsh shldr arm picnic lnfat ckd brsd,200
pork frsh shldr arm picnic lnfat ckd rstd,200
pork frsh shldr arm picnic ln raw,200
pork frsh shldr arm picnic ln ckd brsd,200
pork frsh shldr arm picnic ln ckd rstd,200
pork frsh shldr (boston butt) blade (steaks) ln  fat raw,200
pork frsh shldr (boston butt) blade (stks) ln  fat ckd brsd,200
pork frsh shldr blade boston (steaks) lnfat ckd brld,200
pork frsh shldr blade boston (roasts) lnfat ckd rstd,200
pork frsh shldr (boston butt) blade (steaks) ln raw,200
pork frsh shldr (boston butt) blade (steaks) ln ckd brsd,200
pork frsh shldr blade boston (steaks) ln ckd brld,200
pork frsh shldr blade boston (roasts) ln ckd rstd,200
pork frsh spareribs lnfat raw,200
pork frsh spareribs lnfat ckd brsd,200
pork frsh comp of rtl cuts (leg loin shldr) ln ckd,200
pork frsh loin cntr loin (chops) bnless ln raw,200
pork frsh var meatsby-products brain raw,200
pork frsh var meatsby-products brain ckd brsd,200
pork frsh var meatsby-products chitterlings raw,200
pork frsh var meatsby-products chitterlings ckd simmrd,200
pork frsh var meatsby-products ears frz raw,200
pork frsh var meatsby-products ears frz ckd simmrd,200
pork frsh var meatsby-products feet raw,200
pork frsh var meatsby-products heart raw,200
pork frsh var meatsby-products heart ckd brsd,200
pork frsh var meatsby-products jowl raw,200
pork frsh var meatsby-products kidneys raw,200
pork frsh var meatsby-products kidneys ckd brsd,200
pork frsh var meatsby-products leaf fat raw,200
pork frsh var meatsby-products liver raw,200
pork frsh var meatsby-products liver ckd brsd,200
pork frsh var meatsby-products lungs raw,200
pork frsh var meatsby-products lungs ckd brsd,200
pork frsh var meatsby-products mechanically separated raw,200
pork frsh var meatsby-products pancreas raw,200
pork frsh var meatsby-products pancreas ckd brsd,200
pork frsh var meatsby-products spleen raw,200
pork frsh var meatsby-products spleen ckd brsd,200
pork frsh var meatsby-products stomach raw,200
pork frsh loin blade (chops) bone-in ln ckd pan-fried,200
pork frsh var meatsby-products tongue raw,200
pork frsh var meatsby-products tongue ckd brsd,200
pork cured bacon unprep,200
pork cured brkfst strips raw or unhtd,200
canadian bacon unprep,200
pork cured feet pickled,200
pork cured ham bnless ex ln (approx 5 fat) rstd,200
pork cured ham bnless reg (approx 11 fat) rstd,200
pork cured ham ex ln (approx 4 fat) cnd unhtd,200
pork cured ham ex ln (approx 4 fat) cnd rstd,200
pork cured ham reg (approx 13 fat) cnd rstd,200
pork cured ham cntr slice country-style ln raw,200
pork cured ham cntr slice lnfat unhtd,200
pork cured ham patties unhtd,200
pork cured ham steak bnless ex ln unhtd,200
pork cured ham whl lnfat unhtd,200
pork cured ham whl ln unhtd,200
pork cured ham whl ln rstd,200
usda cmdty pork cnd,200
pork frsh loin cntr loin (chops) bnless ln ckd pan-broiled,200
pork frsh loin cntr loin (chops) bnless ln  fat raw,200
pork cured salt pork raw,200
pork cured fat (from hamarm picnic) unhtd,200
pork cured fat (from hamarm picnic) rstd,200
pork cured shldr arm picnic lnfat rstd,200
pork cured shldr arm picnic ln rstd,200
pork cured shldr blade roll lnfat unhtd,200
pork cured shldr blade roll lnfat rstd,200
pork frsh var meatsby-products feet ckd simmrd,200
pork frsh var meatsby-products tail raw,200
pork frsh var meatsby-products tail ckd simmrd,200
pork frsh loin cntr loin (chops) bone-in ln ckd pan-fried,200
pork frsh loin cntr rib (chops) bone-in ln ckd pan-fried,200
pork frsh loin blade (chops) bone-in lnfat ckd pan-fried,200
pork frsh loin cntr loin chops bone-in lnfat ckd pan-fried,200
pork frsh loin cntr rib (chops) bone-in lnfat ckd pan-fried,200
pork frsh loin top loin (chops) bnless ln ckd pan-fried,200
pork cured ham bnless ex lnreg unhtd,200
pork cured ham bnless ex lnreg rstd,200
pork cured ham ex lnreg cnd unhtd,200
pork cured ham ex lnreg cnd rstd,200
pork frsh loin top loin (chops) bnless lnfat ckd pan-fried,200
pork frsh comp (leg loin shldr spareribs) lnfat raw,200
pork frsh comp (leg loin shldr spareribs) lnfat ckd,200
pork frsh loin cntr lon (chps) bnless ln  fat ckd pan-brled,200
pork frsh backribs lnfat raw,200
pork frsh backribs lnfat ckd rstd,200
pork frsh loin cntr rib (chops or roasts) bnless lnfat raw,200
pork frsh loin cntr rib (chops) bnless lnfat ckd brsd,200
pork frsh loin cntr rib (chops) bnless lnfat ckd brld,200
pork frsh loin cntr rib (chops) bnless lnfat ckd pan-fried,200
pork frsh loin cntr rib (roasts) bnless lnfat ckd rstd,200
pork frsh loin cntr rib (chops or roasts) bnless ln raw,200
pork frsh loin cntr rib (chops) bnless ln ckd brsd,200
pork frsh loin cntr rib (chops) bnless ln ckd brld,200
pork frsh loin cntr rib (chops) bnless ln ckd pan-fried,200
pork frsh loin cntr rib (roasts) bnless ln ckd rstd,200
pork frsh loin country-style ribs lnfat raw,200
pork frsh loin country-style ribs lnfat ckd brsd,200
pork frsh loin country-style ribs ln  fat bone-in ckd rstd,200
pork frsh loin country-style ribs ln raw,200
pork frsh loin country-style ribs ln ckd brsd,200
pork frsh loin country-style ribs ln bone-in ckd rstd,200
pork frsh loin sirloin (chops or roasts) bnless lnfat raw,200
pork frsh loin sirloin (chops) bnless lnfat ckd brsd,200
pork frsh loin sirloin (chops) bnless lnfat ckd brld,200
pork frsh loin sirloin (roasts) bnless lnfat ckd rstd,200
pork frsh loin sirloin (chops or roasts) bnless ln raw,200
pork frsh loin sirloin (chops) bnless ln ckd brsd,200
pork frsh loin sirloin (chops) bnless ln ckd brld,200
pork frsh loin sirloin (roasts) bnless ln ckd rstd,200
pork frsh loin tenderloin lnfat raw,200
pork fresh ground raw,200
pork fresh ground cooked,200
pork frsh loin tenderloin lnfat ckd brld,200
pork frsh loin tenderloin lnfat ckd rstd,200
pork frsh loin tenderloin ln ckd brld,200
pork frsh loin top loin (roasts) bnless lnfat raw,200
pork frsh loin top loin (roasts) bnless ln raw,200
pork frsh comp of rtl cuts (loin  shldr blade) ln  fat raw,200
pork frsh comp of rtl cuts (loinshldr blade) lnfat ckd,200
pork frsh comp of rtl cuts (loinshldr blade) ln raw,200
pork frsh comp of rtl cuts (loinshldr blade) ln ckd,200
usda commodity pork cured ham bnless ckd htd,200
usda commodity pork ground finecoarse frz ckd,200
usda commodity pork cured ham bnless ckd unhtd,200
usda commodity pork ground finecoarse frz raw,200
hormel cure 81 ham,200
hormel always tender pork tenderloin teriyaki-flavored,200
hormel always tender pork tenderloin peppercorn-flavored,200
hormel always tender pork loin filets lemon garlic-flavored,200
hormel always tender cntr cut chops frsh pork,200
hormel always tender bnless pork loin frsh pork,200
hormel canadian style bacon,200
pork frsh ln tp ln (chps) bnless ln w added sln ckd pn-brld,200
pork frsh ln tpln(chps) bnls ln  ft wadded sln ckd pn-brld,200
pork cured bacon ckd bkd,200
pork cured bacon ckd microwaved,200
pork cured bacon pre-sliced ckd pan-fried,200
pork frsh var meats  by-products stomach ckd simmrd,200
pork bacon rendered fat ckd,200
pork cured ham -- h2o added rump bone-in ln htd rstd,200
pork cured ham -- h2o added rump bone-in ln unhtd,200
pork cured ham -- h2o added shank bone-in ln htd rstd,200
pork cured ham -- h2o added slice bone-in ln htd pan-broil,200
pork cured ham  h2o product slice bone-in ln htd pan-broil,200
pork cured ham  h2o product slice bnless ln htd pan-broil,200
pork cured ham  h2o product whl bnless ln htd rstd,200
pork cured ham  h2o product whl bnless ln unhtd,200
pork cured ham w nat juices rump bone-in ln htd rstd,200
pork cured ham w nat juices shank bone-in ln htd rstd,200
pork cured ham w nat juices slice bone-in ln htd pan-broil,200
prk crd ham w nat jucs sprl slc meat only bnles ln htd rstd,200
pork cured ham  h2o product rump bone-in ln htd rstd,200
pork cured ham -- h2o added slice bnless ln htd pan-broil,200
pork cured ham -- h2o added whl bnless ln htd rstd,200
pork cured ham -- h2o added whl bnless ln unhtd,200
pork cured ham  h2o product shank bone-in ln htd rstd,200
pork cured ham w nat juices slice bnless ln htd pan-broil,200
pork cured ham w nat juices whl bnless ln htd rstd,200
pork cured ham w nat juices whl bnless ln unhtd,200
pork cured ham -- h2o added shank bone-in ln unhtd,200
pork cured ham -- h2o added slice bone-in ln unhtd,200
pork cured ham  h2o product rump bone-in ln unhtd,200
pork cured ham  h2o product slice bone-in ln unhtd,200
pork cured ham  h2o product shank bone-in unhtd ln,200
pork cured ham w nat juices rump bone-in ln unhtd,200
pork cured ham w nat juices shank bone-in ln unhtd,200
pork cured ham w nat juices slice bone-in ln unhtd,200
pork cured ham w nat juices spiral slice bnless ln unhtd,200
pork cured ham fat bnless htd,200
pork cured ham fat bnless unhtd,200
pork pickled pork hocks,200
pork cured ham slice bone-in ln htd pan-broil,200
pork cured ham w nat juices whl bnless ln  fat unhtd,200
pork cured ham w nat juices spirl slce bnles ln  fat unhtd,200
pork cured ham w nat juices slice bone-in ln  fat unhtd,200
pork cured ham w nat juices shank bone-in ln  fat unhtd,200
pork cured ham w nat juices rump bone-in ln  fat unhtd,200
pork cured ham  h2o product whl bnless ln  fat unhtd,200
pork cured ham  h2o product slice bone-in ln  fat unhtd,200
pork cured ham  h2o product shank bone-in ln  fat unhtd,200
pork cured ham  h2o product rump bone-in ln  fat unhtd,200
pork cured ham -- h2o added whl bnless ln  fat unhtd,200
pork cured ham -- h2o added slice bone-in ln  fat unhtd,200
pork cured ham -- h2o added shank bone-in ln  fat unhtd,200
pork cured ham -- h2o added rump bone-in ln  fat unhtd,200
pork cured ham -- h2o added rump bone-in ln  fat htd rstd,200
pork cured ham -- h2o added shank bone-in ln  fat htd rstd,200
pork cured ham -- h2o added slce bne-in ln  fat htd pan-brl,200
pork cured ham -- h2o added slce bnless ln  fat htd pan-brl,200
pork cured ham -- h2o added whl bnless ln  fat htd rstd,200
pork cured ham  h2o product rump bone-in ln  fat htd rstd,200
pork cured ham  h2o product shank bone-in ln  fat htd rstd,200
pork cured ham  h2o prdct slce bne-in ln  fat htd pan-brl,200
pork cured ham  h2o prdct slice bnless ln  fat htd pan-brl,200
pork cured ham  h2o product whl bnless ln  fat htd rstd,200
pork cured ham w nat juices rump bone-in ln  fat htd rstd,200
pork cured ham w nat juices shank bone-in ln  fat htd rstd,200
pork cured ham w nat juics slce bne-in ln  fat htd pan-brl,200
pork cured ham w nat juics slice bnles ln  fat htd pan-brl,200
pork cured ham w nat jucs sprl slce bnles ln  fat htd rstd,200
pork cured ham w nat juices whl bnless ln  fat htd rstd,200
pork cured ham rump bone-in ln  fat htd rstd,200
pork cured ham rump bone-in ln htd rstd,200
pork cured ham rump bone-in ln unhtd,200
pork cured ham shank bone-in ln htd rstd,200
pork cured ham shank bone-in ln unhtd,200
pork cured ham shank bone-in ln  fat htd rstd,200
pork cured ham shank bone-in ln  fat unhtd,200
pork cured ham slice bone-in ln  fat htd pan-broil,200
pork cured ham slice bone-in ln unhtd,200
pork cured ham slice bone-in ln  fat unhtd,200
pork frsh spareribs ln  fat ckd rstd,200
pork frsh comp of fat w added soln raw,200
pork frsh loin tnderln ln w added sln ckd rstd,200
pork frsh enhanced loin tenderloin ln raw,200
pork frsh shldr (bstn btt) blde (stks) ln waddedslnckd brsd,200
pork frsh shldr (bstn butt) blde (stks) ln w added soln raw,200
pork frsh ln top ln (chps) bnless ln w added sln ckd brld,200
pork frsh ln top lin (chops) bnlss ln w added sln raw,200
pork frsh loin tp ln (chps) bnlss ln  ft w added sln raw,200
pork frsh ln tp ln (chps) bnlss ln  ft wadded sln ckd brld,200
pork frsh loin tenderloin ln  fat w added sln raw,200
pork frsh loin tnderln ln  ft w added sln ckd rstd,200
pork frsh shdr (bstn btt) blde(stks) ln  ft wadded sln raw,200
pork frsh shdr (bstn bt) blde(stks) lnft waddedsln ckd brsd,200
pork cured ham rump bone-in ln  fat unhtd,200
pork loin leg cap steak bnless ln  fat ckd brld,200
pork leg cap steak bnless ln  fat raw,200
pork shldr breast bnless ln  fat raw,200
pork shldr breast bnless ln  fat ckd brld,200
pork shldr petite tender bnless ln  fat ckd brld,200
pork shldr petite tender bnless ln  fat raw,200
pork leg sirloin tip rst bnless ln  fat ckd brsd,200
pork leg sirloin tip rst bnless ln  fat raw,200
pork ground 84 ln  16 fat raw,200
pork ground 96 ln  4 fat raw,200
pork ground 72 ln  28 fat ckd crumbles,200
pork ground 84 ln  16 fat ckd crumbles,200
pork ground 96 ln  4 fat ckd crumbles,200
pork ground 72 ln  28 fat ckd pan-broiled,200
pork ground 84 ln  16 fat ckd pan-broiled,200
pork ground 96 ln  4 fat ckd pan-broiled,200
pork loin frsh backribs bone-in raw ln,200
pork loin frsh backribs bone-in cooked-roasted ln,200
pork frsh loin blade (chops or roasts) bnless ln raw,200
pork frsh loin blade (roasts) bnless ln ckd rstd,200
pork frsh loin blade (chops) bnless ln bnless ckd brld,200
pork frsh loin country-style ribs ln bnless ckd brld,200
pork frsh loin country-style ribs ln bone-in ckd brld,200
pork frsh loin country-style ribs ln bnless ckd rstd,200
pork frsh blade (chops) bnless ln  fat ckd brld,200
pork frsh loin blde (chops or roast) bnless ln  fat oly raw,200
pork frsh loin blade (roasts) bnless ln  fat ckd rstd,200
pork frsh loin country-style ribs ln  fat bnless ckd brld,200
pork frsh loin country-style ribs ln  fat bone-in ckd brld,200
pork frsh loin country-style ribs ln  fat bnless ckd rstd,200
bacon pre-sliced reducedlow na unprep,200
canadian bacon ckd pan-fried,200
alfalfa seeds sprouted raw,200
amaranth leaves raw,200
amaranth leaves ckd bld drnd wosalt,200
arrowhead raw,200
arrowhead ckd bld drnd wosalt,200
artichokes (globe or french) raw,200
artichokes (globe or french) ckd bld drnd wosalt,200
artichokes (globe or french) frz unprep,200
artichokes (globe or french) frz ckd bld drnd wosalt,200
asparagus raw,200
asparagus ckd bld drnd,200
